,tweet,label,lat,long
67,@LadiesKnM  their day will come! They won't like how it feels! @DrianRok @eclatantly @Nana25lima @harden @litlsistr @colon_damaris @SchJanet,off-topic,33.7143244050845,-117.77523617643494
68,The hashtag #TrustSailun took the 20th place in the Top20 of Calgary's Trends for Thursday 20: http://t.co/2RkFyF3n4z,off-topic,33.76294995007894,-117.98284959616154
69,@ShitNoOneSayss_: Just pre-ordered Soulja Boys new album!@AshleyMoBrown why did i think of you?,off-topic,33.93338267824166,-117.96665932297215
70,"Watch Mayor Nenshi LIVE on Shaw TV 10, http://t.co/b4jYRg5XKU, and http://t.co/62WA8E31rG at 7pm. Call in with questions!",on-topic,34.03812297883155,-117.32952737052635
71,@GigawattConduit @cateia97 I call that theory the Superman/Kryptonite paradox.,off-topic,33.95953738540054,-117.1858582402514
72,@terrylo_calgary @DABertime @nenshi Deep admiration for Nenshi! Working hard to restore the city!,on-topic,33.94966704295261,-117.18493415352319
73,@LadyDAfterDark Yay. I imagine one character and such? Can we bang out the details tomorrow? So sleepy...,off-topic,34.051354521344386,-117.9592026979324
74,"@jeffmeier87 I'm trying to volunteer cuz we're poor but at the same time, it's our like 7th annual lake party that I never miss...",on-topic,34.02780120731754,-117.37454530610228
75,@daviedallen this weekend is a long weekend...not a chance that's happening,off-topic,33.92083080160348,-117.5760866316587
76,it was so cute how the guy that was working in zumiez asked for my number,off-topic,33.75167437089828,-117.17969147183628
77,@rachaelm0716 you will probably be married before me to be quite honest. Aha,off-topic,34.10377191096693,-117.59948277446478
78,Radom photos I took tonight on the side of the road.... http://t.co/vQXh3fiNTp,off-topic,33.860811458547424,-117.7175232853575
79,At the #winspear to see Nicole cross the stage at her graduation ceremony! @ Francis Winspear Centre http://t.co/lNOto3AnP1,off-topic,33.74166569926053,-117.73109633800648
80,I just went for a walk. Ran into a man without power. Scared of losing food. Options? #yycflood,on-topic,34.05094486972074,-117.33816787831225
81,#abflood what's happening in Canmore and banff re hwy 1 road closures,on-topic,34.03781429402661,-117.34212356952938
82,"Stop acting like you can get any guys you want, because you can't! #SorryNotSorry #ItsTheTruth #Annoying #JustStop #YouArentHot",off-topic,33.714661686607734,-118.00958639876697
83,"I'm at Boomtown Pub &amp; Patio (Calgary, AB) http://t.co/H0S6Fhm5pB",off-topic,34.103023713512854,-117.92472401697911
84,@BlueJays #Whiff No one said this come back would be easy. Get those runs back! #GoJaysGo #LoveThisTeam,off-topic,34.06277991124041,-117.33321491941322
85,"He climbed to his feet, put the autopilot into launch prep, and methodically donned the vac suit and oxygen kit, all whi",off-topic,33.94715211598554,-117.15471608839044
86,Those are some nice riders sneakers man  #dedication #goesksgo,off-topic,34.08256514280534,-117.32252042160047
87,.@calgarysbestpub has finished clean up and is starting abatement before they rebuild. Last week I http://t.co/cft2F3nA73,off-topic,33.95289282888226,-117.8874207922197
88,i love how long being as an oceans song titles are,off-topic,34.10709336974916,-117.22741085959413
89,I can return to my house now.,on-topic,33.83476080025413,-117.65253603362463
90,@CTVPKrauskopf: Mayor @nenshi says even though tap water may taste different than ususal - it is safe to drink.  #yycflood #abflood,on-topic,34.03304691721943,-117.78328705706768
91,A sign of all the work ahead -- no bridges on the Elbow River have re-opened. Only 30% of flooded downtown buildings have power #,on-topic,34.07299932457987,-117.3442712735463
92,"Journeyman Pipefitters Needed for Shutdowns in Calgary, AB #job #hiring http://t.co/rrklgYHpbe",off-topic,34.0319151559232,-117.48751437832254
93,"As Luke spoke, he grew aware of CilghaPs presence rushing across the #corridor from the direction of the infirmary. An in",off-topic,33.749017522042685,-117.93400504869363
94,(I wanna) Channing all over your Tatum - http://t.co/wtABXklGhz,off-topic,33.75693995684973,-117.71523001204449
95,When it's almost midnight and your neighbors kids are jumping on their trampoline... Shut the fuck up I have to work in the morning,off-topic,33.80585573975282,-117.53188627649438
96,Luke didn't quite smile. Now I need a #second or two to concentrate.,off-topic,33.75095324788165,-117.30477502713411
97,@Richbrown458 @JoyBowenEyre we can't help yet. We're short two 2 hoses.,on-topic,34.05258660146438,-117.35786697517285
98,@BettyjoSexton @JoshuaAdamsRock Hey rocker sister. Hope you are good. Just finishing up the evening with horror movies. Have a great night,off-topic,33.86090790894968,-118.0067556380398
99,Longest line ever at this Canada Post... Gah!!!! (@ Shoppers Drug Mart - @shopprsdrugmart) http://t.co/jC429bAxqT,off-topic,33.89385384230315,-117.88490226145964
100,In EDMONTON...ahhhh then CALG ON MONDAY...ahhhh,off-topic,33.992341613796604,-117.62679215234367
101,It was the best night ever! Totally worth losing my voice!  @ taylorswift13 @edsheeran http://t.co/nTiOg6Sliu,off-topic,33.76071799472081,-117.25291456205085
102,"Cause its a great day to be alive, I know the suns still shining when i close my eyes",off-topic,34.04005223598934,-117.31171205614861
103,"It's the lesser of two evils...and to save lives, we'll have to live with it.",off-topic,34.16239504874073,-117.32174561070813
104,@yespedro yea finally got out today - how's the floodin treating you?,on-topic,34.13560362489268,-117.6015306407328
105,Thinking of all my family and friends effected here in Alberta #yycflood #abflood You can donate at http://t.co/w7uezL7aGM,on-topic,34.05705825379133,-117.97043724776537
106,"#YYCFlood  History in the Making: History writes itself, like it or not. The beauty is that the people who... http://t.co/RHyTLTqGuQ",on-topic,34.02992097975449,-117.34810351264785
107,...Ought to waive some of their BS out clauses and make some decisions for the greater good of the big picture here. #yycflood,on-topic,33.81731799729644,-117.94730437707071
108,@mariam_hamoud almost made me shit my pant,off-topic,33.711602533383726,-117.26921461882802
109,@reneerobynphoto hey ^_^ see that you been buy traveling lots lately! I always look forward to your works!,off-topic,34.05908013776843,-117.31821520765321
110,Collecting household hazardous waste and appliances in flood affected areas: Chemical and other collection trucks... http://t.co/8qIPtrdoAm,on-topic,34.116757391499114,-117.82423080737651
111,"@TurtleWingsMe screw of, ur just jelly cuz my hairs awesome!!!! http://t.co/rt7qdguztZ",off-topic,33.789687494298455,-117.72836784977143
112,"Update: State of Local Emergency: While significant progress has been made throughout the city, The City of... http://t.co/Xo7bKKjAuA",on-topic,34.063666520314264,-117.36494008686573
113,Watching the river. It's getting high. Trails are closed.,on-topic,33.9257026592706,-117.37864867624575
114,Brown-beard fared better. He managed to pull a grenade from his pocket-and even get it armed-befor #autofollowback e Leia hit him with a,off-topic,34.010609814264676,-117.25543424054838
115,"awe. Some actively dislike us. A few harbor hate, still nurtured and #fresh following the Despot War twelve years ago, a",off-topic,34.09471749958872,-117.41256508372126
116,@Vaugie25 @TheoFleury14 @ReapersPlace @KellyHrudey   I would say High River needs it most but Calgary just the same.,on-topic,34.10959041995253,-117.64135254712092
117,@HuffingtonPost: The gut-wrenchingly tragic outcome of one couple and their struggle to accept their gay son http://t.co/wxOKSvQmvo Aww :(,off-topic,34.02251749811203,-117.75516994886232
118,"If anyone had some time and energy, Jill and I could use a few hands to help muck out our basement! #yycflood #wetsos",on-topic,34.04277801020964,-117.35507963475696
119,All up in my emotions right now.,off-topic,34.04538787830934,-117.20292278058844
120,@CBCCalgary stop trying to find the negative in the #yycflood  You were so supportive &amp; now U seem to be focusing on the bad. Please stop.,on-topic,33.95358327868402,-117.37066291340709
121,'Boston' appeared on Tuesday 25 at the 7th place in the Top20 of Edmonton's Trends: http://t.co/EuKOxJpvFb,off-topic,34.121585901481566,-117.58447962652707
122,uke ordered a small cup of water. The bart #followback ender gave it to him.,off-topic,33.7581975804484,-118.00756655700894
123,Text 30333 and write redcross all one word #redcross,on-topic,33.748399166877284,-117.45204476504688
124,@chantellegoulet @jasElle_ @_dreaxo @_babyh1 luky_thasme #Char butch can't find yo insta name #Kayla http://t.co/wstNijDRbs,off-topic,33.708994612969555,-117.80534488871517
125,@JaxAustin lol I should guess not. I can't use them on the best of days so don't feel bad :),off-topic,34.083865236347684,-117.31180848795842
126,@AlyssaLang34 hah just being the best and bring the coolest chick and a beautiful girl who  loves sports!,off-topic,33.820274015355295,-117.9848734172664
127,@kped12: @LizaStinton please RT to help those losing their homes to floods in Alberta redcross.ca #yycflood,on-topic,34.06667596594768,-117.36670130474512
128,"I'm at Snap Fitness (Fort Saskatchewan, AB) http://t.co/r30JcxxW46",off-topic,33.98620358540658,-117.48543681192255
129,"clone soldiers from the hull. A trooper in red-emblazoned armor flew past the #cockpit viewport, arms and legs flailing.",off-topic,33.84225700819878,-117.62961676889886
130,@ashleymeller apparently not (yet) because of the berm. Never even knew what a berm was until yesterday!,on-topic,33.99107302710842,-117.7171882869804
131,"Really lucky, saw Herbie Hancock live last nite. Like Mozart with a synth, cool to be in the presence of greatness. Amazing gig...",off-topic,33.856626160688435,-117.71045800195864
132,#CanadaDay shows up at this time as Trend in Calgary http://t.co/wHuuFDTB0j,off-topic,33.86605757449252,-117.18761973062362
133,"Hey Girl, down there you look like a sweet nickel. #CanadianSexEuphemisms #sorry #sosorry #imaterribleman",off-topic,33.837777111206684,-117.48367529121914
134,@serenaryder Best wishes to you and all that jazz! I love jazz music!,off-topic,34.16388105762487,-117.19884138086982
135,Yet another strange bug on the patio. Kinda cute actually #bug #insect #patio #igers #igdaily http://t.co/u5gVShNvpB,off-topic,33.72650755339514,-117.38860527159986
136,Even the police weren't immune from the flood catching them unaware. #yycflood [pic]  https://t.co/jIO3LTxE72,on-topic,34.076235054226956,-117.33548941508106
137,"I'm on Instagram, follow me at indykhosah",off-topic,34.07832055728476,-117.8676259254237
138,"Great, Han said. We'll come with you.",off-topic,33.97437978217783,-117.49969149123851
139,@justaytay what a great concert hey? Can't believe its over now,off-topic,33.822680738452476,-117.9146496697048
140,Helping Calgary. What a babe! @ The Stairs http://t.co/uNdRrreVKf,off-topic,33.879049850515116,-117.99124956424393
141,#yycfloods Our little slice of heaven @ Fish Creek Provincial Park - Bebo Grove http://t.co/G6MlHWKPgk,on-topic,34.02448180796017,-117.54213931708671
142,figured out this was their renegade bus by now.,off-topic,33.75869022994996,-117.29993923432316
143,The flooding Bow River creeps towards the community of Chaparral Valley in south Calgary #YYC #YYCflood http://t.co/32qgoeLA7R,on-topic,33.74220312121567,-117.22848916457572
144,Canadian Prime Minister Stephen Harper's wife Laureen joins Calgary flood recovery efforts [Photos]: Prime... http://t.co/YQsAeXEn4d,on-topic,34.080241555659576,-117.31845568677728
145,"In other news I had a pretty awesome Smash today. You could even say, I. Had a SMASHing time. http://t.co/bSKColLJIN",off-topic,33.72295128598686,-117.37004637115132
146,Nothing worse than a cracked out guy trying to fight you. #whydidileavemyroom #whyteaveprobs,off-topic,33.91250073895761,-117.93374579762084
147,@TreenasOil : I hate too see Oilers give up on MPS,off-topic,34.12017521948252,-117.28848860142973
148,Tears to my eyes man... RT @jrmacpherson: We rebuild together. https://t.co/owOAP7EMjt #yycflood #yychelps #yycstrong,on-topic,33.955082779092564,-117.24525440471396
149,"MTV Catfish. Your shit never works out, what's the point in trying?",off-topic,33.7089486112861,-117.43137943565064
150,@kelliepickler someone is beach body ready!  You look awesome! Hope you &amp; your hubby have a great time!,off-topic,33.95435269234016,-117.51004928848236
151,I feel like I deserve to throw up but this hangover is pretty bad so it will have to suffice,off-topic,34.03830825439222,-117.29237526315839
152,You are so attractive. #Js @MTV @MTVteenwolf,off-topic,33.80756966562612,-117.28305877230416
153,"@elenasyr also, I make all the rules up as I go. #rules #danielknowseverything",off-topic,33.98354318218114,-117.27095596918836
154,feel like a lost dog in this mall Jesus fuck,off-topic,33.87202187867701,-117.67809753861815
155,"Sales Representative needed in Medicine Hat, AB, Excellent benefit package!! make over $80 K plus!! #job #hiring http://t.co/5jjwCKbWSo",off-topic,33.86807699728208,-117.93716889410312
156,Suddenly Ikrit jerked in alarm and held up a warning paw to silence the children. Immediately Anakin could sense that th,off-topic,34.044260957011396,-117.58979227667832
157,@Dhvic hey dude. State of emergency here. Massive flooding. Town of highriver is wiped out. I'll call if u like. Just give me a numbet,on-topic,34.0105735554669,-117.84059376171132
158,"Looking for a Lead Hand - Operations in Fort Mcmurray, AB - great opportunity! Apply today! #job #hiring http://t.co/0mZyszZReG",off-topic,33.83277765246672,-117.28276046509522
159,@OilersJunkie why do you want that contract?,off-topic,33.774969724526976,-117.50583485715556
160,"Hot weather, cool jazz, even cooler ice cream! #coldstone @ Tim Hortons http://t.co/gs7e6CVArK",off-topic,33.72749074164924,-117.36279707226161
161,"@yycfoodtrucks Kudos for helping out in the crisis,! #foodtrucklove #yycflood",on-topic,33.915234737544836,-117.41790920572546
162,@shersi_ Djibouti miyaa lool that's basically extension of Somalia,off-topic,34.09346719095084,-117.20648625335964
163,last day in Slave what shall I do,off-topic,33.86313650949205,-117.87132811474872
164,@nenshi you are doing awesome--but dude you have to get some sleep!  #powernap #calgaryflood,on-topic,33.949435801811184,-117.56754147416802
165,@PonchoParker: @MHNMcCuaig is doing a stellar job of keeping MH citizens informed #mhflood .Thank you. Yes excellent work!,off-topic,33.90718891292339,-117.41066452371113
166,@DebraDiGiovanni You will know for sure... if they remove all the toilet paper from your room.,off-topic,34.075538125773015,-117.71479578587521
167,"Its self-created weapons fired in return, steady and rapid. Jaina pulled back on the stick hard and was slammed #back aga",off-topic,34.114353437327104,-117.18311419759317
168,"Yea, theres a 99.9 percent chance i just passed out I'm my laundry room. Don't know how that happened #albertaflood #craycray #bitchisbumpin",on-topic,34.17573717666804,-117.8426410414652
169,"@DoC_Reclaimer TO BARREL ROLL, PRESS Z OR R TWICE!",off-topic,33.74352258428574,-117.24320493670928
170,"I'm at Rose &amp; Crown (Banff, Alberta) w/ 6 others http://t.co/p76JXoysqX",off-topic,33.703550418195995,-117.85449934206235
171,RT @wynn2go: @heavyoilcountry  kind of hard to bail out the saddledome with just one cup that's why #yeg is helping out #6Cups,off-topic,34.019416111700416,-117.62109032924744
172,hear about Thaal and #that civilian authorities will launch their own investigations. Not to mention the musicians' union,off-topic,33.835046811690894,-117.34841633540903
173,"The front door was a #vault-like durasteel portal, a very old-fashioned design that swung out on metal hinges, and Ben be",off-topic,34.170361396960956,-117.41267289054085
174,"Cat in the grass, Garfield? Is that U? http://t.co/lrWyikbH4e",off-topic,33.84224693127139,-117.93225860152192
175,"Flood warning came too late, says Burnco owner: Extensive damage to a Burnco Rock Products Ltd. centre and its... http://t.co/k87mhOmF9J",on-topic,33.866508180878,-117.59073769343775
176,In that case.. I guess we've all officially graduated!,off-topic,33.914595404843496,-117.97225644491014
177,"Flood recovery will test already tight rental market: As Calgarians clean up flood-damaged properties, theres... http://t.co/u2czVaNTAz",on-topic,33.913930370647535,-117.16151677059864
178,rs to floods of running lights in an even greater range of hues. Tourists visiting Coruscant from other worlds often sto,on-topic,34.06340004687924,-117.37209234671403
179,"Stoney Nakoda in Morley in need of food and shelter, visit the Morley High School, they are helping out 24/7. #abfloods",on-topic,33.821435351228594,-117.73611184323084
180,The present day really isn't that bad in terms of entertainment media and culture as many people paint it to be.,off-topic,33.92469396610827,-117.92493321035941
181,Jeez finally. She thinks it's ok to nap. When the river is steadily rising by her place. Crazy woman.,on-topic,33.72448006052302,-117.68605120034263
182,#medhat @CHAT945 will have the media scrum live with Ron Robinson to update on flood conditions coming soon tune in please,off-topic,33.69660290299605,-117.73463038936923
183,"tion and overwhelmed him. Initially, anyway. Like #trying to put that waterfall out there through a small tube. Or passin",off-topic,33.81699068935505,-117.37488120379322
184,"Hi @Premier_Redford, I think the Alberta Government has been doing a great job assisting people, ... http://t.co/zE0A1ngoKX",on-topic,33.896584960727765,-117.940513870575
185,"Might be stuck in the burbs for a couple more days, I thought I would pick up some essentials from home. #yycflood http://t.co/AOqtkkJsZl",on-topic,33.978393169081734,-117.56175369462895
186,@AmyBlacksson lol Burco and Somaliland in general you don't really need to take anything its all over there,off-topic,33.82850607438806,-117.59689340874361
187,...There is a powerful river of forgiveness that flows from the Cross of our CHRIST...,off-topic,34.02300364867436,-117.80135518724012
188,Lord Gaalan ignited his lightsaber; the clover-like growth on the meadow glowed red in its light. The other three Sith a,off-topic,33.92786215231464,-117.20721990016014
189,It was a pleasure to meet you yesterday @CodySimpson ! I traveled 9 hours just to see you. You're great #paradisetour http://t.co/HY2lOh6T84,off-topic,34.03158813986277,-117.94221917431504
190,"Clifftop residence, now, in #Montgomery http://t.co/lZPbA7g0Md",off-topic,34.02405663813035,-117.49271070093806
191,"School Bus Drivers needed in Edmonton, AB, Great  perfect, secure, part-time job for you! #job #hiring http://t.co/G6QmzNpmYG",off-topic,34.14638760596636,-117.5268349388188
192,"Its mighty darn cloudy here in Edmonton today, hope the flood victims are able to move i to their homes soon",on-topic,34.1603643901537,-117.75021778830708
193,"A real man never stops trying to show a girl how much she means to him, even after he's got her.",off-topic,33.725605033062294,-117.39493294907894
194,"We need someone to go to crappytire and pick up 1500 shop vacs! Extension cords, don't forget the extension cords! #ABFlood #banff",on-topic,33.7042966966544,-117.60048088600816
195,"Lake McKenzie Water Rescue: At 1:57 PM today, Calgary Fire Department (CFD) water rescue crews responded to Lake... http://t.co/pomsKjq4jC",on-topic,33.90232991197325,-117.68986036452253
196,Don't know if I'm more mad or hurt .. Where the drinks at .. Man fuck this.,off-topic,33.87980699624107,-117.44047677180869
197,Does anyone know where to go if they get evacuated? @CityofRedDeer  #reddeer,on-topic,33.98395672708152,-117.39570673943508
198,@GabeKirkley wow that is sad.,off-topic,34.117242996282116,-117.51892211245547
199,"@TavernonWhyte Your draft doesn't work, you're gouging $6.25 for a bottled beer, and you don't have table service?#notclassy #seeya",off-topic,33.861275652519915,-117.47558040566528
200,No painkillers will do the job. #fuckingchapped,off-topic,33.96299503329546,-117.64062795798267
201,Nothing like a :16 second downpour to give us some much needed moisture. http://t.co/HHImyESBPu,off-topic,33.95536503863504,-117.57041507876879
202,Been out of our house for 2 days now...sure hope the neighbors have watered my lawn since I've been gone,off-topic,33.69713670262464,-117.32600077910293
203,Looks like your so Tuurnt up by yourself there.,off-topic,33.91523646350845,-117.42344763311759
204,"Not sure if Chestbrah, or @__Daarian http://t.co/JJJZcZiLVG",off-topic,33.922991522014115,-117.76612516757486
205,"o come. The rescue teams had been denied permission to #evacuate survivors, and medical facilities located in the seconda",on-topic,34.038840038684505,-117.18434884209123
206,@Prophecy_YEC @ScientiaPercept http://t.co/n0GA32G7OV http://t.co/4HvHjRQ58A read the second link not a perfect sphere bub #fail,off-topic,33.70050382112671,-117.43801233730353
207,Some High River residents head home: Some High River residents were awash with relief Friday after officials... http://t.co/x0wiIlYxgk,on-topic,33.984063370933775,-117.22272895283817
208,"Looking for a Senior Auditor in Calgary, AB - excellent opportunity! #job #hiring http://t.co/NEOlYPpIXc",off-topic,33.970214770696664,-117.93567942117478
209,@SophiaBush please retweet to help those losing their homes to floods in Alberta. Redcross.ca #yycflood,on-topic,34.00075810489026,-117.13847724711088
210,"@Misty_Hamel it's happening on Sunday for sure, venue is still TBA. #cocktails4calgary",off-topic,33.82472361203087,-117.89678998068236
211,couldn't imagine that Jira could do it  #teamfollowback without #getting caught.,off-topic,33.98007457238131,-117.819906651084
212,You guys are actually so fake  whatta joke. #fuckeveryone two faced bitches these days,off-topic,33.995653928698225,-118.00636325355455
213,@Sarah_Lindell36 Thanks to you I'm still obsessed with him!,off-topic,33.83934111711349,-117.70428847170211
